Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
65,528382030,60,1,58.0,16770,1,0,2,1,1,3,1,10,1,1,1,2,7,5,1998,1998,2,1,2,2,3,30.0,4,3,2,4,3,1,5,0.0,1,0.0,1195.0,1195.0,1,4,1,1,1195,644,0,1839,0.0,0.0,2,1,4,1,3,7,1,0,0,1,1998.0,3,2.0,486.0,3,3,2,0,81,0,0,0,0,0,0,0,0,6,2010,1,1,221000
66,528386040,50,1,56.0,14720,1,0,1,1,1,3,1,10,1,1,1,3,8,5,1995,1996,1,1,2,2,3,579.0,4,3,2,4,3,3,4,816.0,1,0.0,1217.0,2033.0,1,5,1,1,2053,1185,0,3238,1.0,0.0,2,1,4,1,4,9,1,1,5,1,1996.0,3,3.0,666.0,3,3,2,283,86,0,0,0,0,0,0,0,0,3,2010,1,1,410000
67,528445060,20,1,73.0,8987,1,0,4,1,1,2,1,5,1,1,1,1,8,5,2005,2006,2,1,2,2,3,226.0,4,3,2,4,3,0,5,0.0,1,0.0,1595.0,1595.0,1,5,1,1,1595,0,0,1595,0.0,0.0,2,0,2,1,4,6,1,1,4,1,2005.0,2,3.0,880.0,3,3,2,144,0,0,0,0,0,0,0,0,0,5,2010,1,1,221500
68,528456160,20,3,92.0,9215,1,0,4,1,1,2,1,5,1,1,1,1,7,5,2009,2010,1,1,2,2,0,0.0,4,3,2,4,3,1,5,0.0,1,0.0,1218.0,1218.0,1,5,1,1,1218,0,0,1218,0.0,0.0,2,0,2,1,4,4,1,0,0,1,2009.0,2,2.0,676.0,3,3,2,0,136,0,0,0,0,0,0,0,0,4,2010,2,2,204500
69,528458070,60,3,72.0,8640,1,0,4,1,1,2,1,5,1,1,1,2,7,5,2009,2009,2,1,2,2,0,0.0,3,3,2,4,3,2,4,24.0,1,0.0,732.0,756.0,1,5,1,1,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,1,0,0,1,2009.0,1,2.0,614.0,3,3,2,169,45,0,0,0,0,0,0,0,0,6,2010,5,1,215200
70,528458110,20,3,75.0,9000,1,0,4,1,1,2,1,5,1,1,1,1,8,5,2008,2008,2,1,2,2,1,36.0,4,3,2,4,3,3,4,1078.0,1,0.0,488.0,1566.0,1,5,1,1,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,1,0,0,1,2008.0,2,2.0,750.0,3,3,2,144,168,0,0,0,0,0,0,0,0,4,2010,1,1,262500
71,528477080,60,3,100.0,12552,1,0,4,1,1,1,1,5,1,1,1,2,7,5,2004,2005,2,1,2,2,0,0.0,4,3,2,4,3,1,4,222.0,1,0.0,769.0,991.0,1,5,1,1,991,956,0,1947,0.0,0.0,2,1,3,1,4,8,1,1,4,1,2004.0,2,2.0,678.0,3,3,2,0,136,0,0,0,0,0,4,0,0,5,2010,1,1,254900
72,528480090,20,3,84.0,10440,1,0,4,1,1,1,1,5,1,1,1,1,6,5,2005,2005,2,1,2,2,0,0.0,4,3,2,5,3,1,4,1414.0,1,0.0,54.0,1468.0,1,5,1,1,1468,0,0,1468,1.0,0.0,2,0,2,1,4,6,1,1,4,1,2005.0,3,2.0,528.0,3,3,2,0,102,0,0,216,0,0,0,0,0,5,2010,1,1,271500
73,531367050,60,1,76.0,10142,1,0,1,1,1,2,1,11,1,1,1,2,7,5,2004,2004,2,1,2,2,0,0.0,4,3,2,4,3,1,4,656.0,1,0.0,300.0,956.0,1,5,1,1,956,1128,0,2084,1.0,0.0,2,1,4,1,4,8,1,0,0,2,2004.0,2,2.0,618.0,3,3,2,0,45,0,0,0,0,0,0,0,0,1,2010,1,1,233000
74,531369060,60,1,70.0,11920,1,0,4,1,1,2,1,11,1,1,1,2,7,5,2004,2004,2,1,2,2,3,122.0,4,3,2,4,3,3,5,0.0,1,0.0,831.0,831.0,1,5,1,1,831,828,0,1659,0.0,0.0,2,1,3,1,4,8,1,0,0,1,2004.0,2,2.0,484.0,3,3,2,144,68,0,0,0,0,0,0,0,0,4,2010,1,1,181000
75,531380080,60,1,68.0,8880,1,0,1,1,1,2,1,11,1,1,1,2,7,5,1994,2002,2,1,2,2,0,0.0,4,3,2,4,3,1,4,695.0,1,0.0,253.0,948.0,1,5,1,1,1222,888,0,2110,1.0,0.0,2,1,3,1,4,8,1,2,2,1,1994.0,2,2.0,463.0,3,3,2,0,130,0,0,0,0,0,0,0,0,5,2010,1,1,205000
76,531451110,120,1,50.0,8012,1,0,4,1,1,2,1,11,1,1,2,1,6,5,1980,1980,2,1,6,1,0,0.0,3,3,1,4,3,1,1,543.0,3,119.0,261.0,923.0,1,3,1,1,923,0,0,923,0.0,0.0,2,0,2,1,3,5,1,1,3,1,1980.0,2,1.0,264.0,3,3,2,80,0,0,0,0,0,0,0,0,0,5,2010,1,1,143000
77,531451280,60,1,70.0,11218,1,0,4,1,1,2,1,11,1,1,1,2,6,5,1992,1992,2,1,3,3,0,0.0,4,3,2,4,3,1,5,0.0,1,0.0,1055.0,1055.0,1,5,1,1,1055,790,0,1845,0.0,0.0,2,1,3,1,4,8,1,1,3,1,1992.0,2,2.0,462.0,3,3,2,635,104,0,0,0,0,0,3,3,400,5,2010,1,1,189000
78,531452020,120,1,55.0,7892,1,0,4,1,1,2,1,11,1,1,2,1,6,5,1979,1979,2,1,6,1,0,0.0,3,3,1,4,3,1,5,0.0,1,0.0,918.0,918.0,1,3,1,1,918,0,0,918,0.0,0.0,2,0,2,1,3,5,1,1,3,1,1979.0,1,1.0,264.0,3,3,2,28,0,0,0,0,0,0,0,0,0,4,2010,1,1,99500
79,531452050,120,1,50.0,7175,1,0,4,1,1,2,1,11,1,1,2,1,6,5,1984,1984,2,1,6,1,0,0.0,3,3,1,4,3,1,3,623.0,2,121.0,0.0,744.0,1,3,1,1,752,0,0,752,1.0,0.0,1,0,2,1,3,4,1,0,0,1,1984.0,1,1.0,264.0,3,3,2,353,0,0,0,90,0,0,2,0,0,2,2010,1,1,125000
80,531452180,60,1,68.0,9453,1,0,1,1,1,3,1,11,4,1,1,2,7,7,1993,2003,2,1,5,6,0,0.0,4,3,2,4,3,1,1,402.0,1,0.0,594.0,996.0,1,5,1,1,1014,730,0,1744,0.0,0.0,2,1,3,1,4,7,1,0,0,1,1993.0,2,2.0,457.0,3,3,2,370,70,0,238,0,0,0,0,0,0,2,2010,1,1,194500
81,531453010,20,1,81.0,9672,1,0,4,1,1,1,1,11,1,1,1,1,6,5,1984,1985,1,1,5,1,0,0.0,3,3,2,4,3,1,4,338.0,1,0.0,702.0,1040.0,1,3,1,1,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,1,0,0,1,1986.0,1,2.0,480.0,3,3,2,0,0,0,0,0,0,0,3,0,0,5,2010,1,1,152000
82,531453040,60,1,70.0,8400,1,0,4,1,1,2,1,11,1,1,1,2,6,6,1980,1981,2,1,5,6,3,130.0,3,3,1,4,3,1,5,0.0,1,0.0,650.0,650.0,1,3,1,1,888,676,0,1564,0.0,0.0,2,1,3,1,3,7,1,1,3,1,1980.0,1,2.0,476.0,3,3,2,0,50,0,0,204,0,0,2,0,0,4,2010,1,1,171000
83,531477050,30,2,70.0,9800,1,0,4,1,1,1,1,11,2,1,1,1,5,5,1920,1950,2,1,3,3,0,0.0,3,2,4,3,3,1,5,0.0,1,0.0,816.0,816.0,1,3,0,2,1012,0,0,1012,0.0,0.0,1,0,2,1,3,5,1,0,0,4,1920.0,1,1.0,429.0,3,3,2,121,0,80,0,0,0,0,0,0,0,4,2010,1,1,67500
84,532351140,90,4,68.0,8930,1,0,4,1,1,2,1,12,5,1,4,3,6,5,1978,1978,2,1,2,2,0,0.0,3,3,5,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,1,1,1318,584,0,1902,0.0,0.0,2,0,4,2,3,8,1,0,0,1,1978.0,1,2.0,539.0,3,3,2,0,0,0,0,0,0,0,0,0,0,4,2010,1,1,112000
85,532354090,85,1,88.0,11782,1,0,1,1,1,2,1,12,1,1,1,4,5,7,1961,1995,2,1,5,6,0,0.0,3,3,1,3,3,3,3,899.0,1,0.0,210.0,1109.0,1,3,1,1,1155,0,0,1155,1.0,0.0,1,0,3,1,4,6,4,0,0,4,1987.0,1,2.0,576.0,3,3,2,192,0,0,0,0,0,0,2,3,400,6,2010,1,1,148000
86,532376160,20,1,65.0,8450,1,0,4,1,1,2,1,12,5,1,1,1,5,8,1965,2009,2,1,7,8,0,0.0,3,4,1,3,3,1,4,553.0,3,117.0,224.0,894.0,1,5,1,1,894,0,0,894,1.0,0.0,1,0,3,1,3,5,1,1,4,4,1973.0,1,1.0,336.0,3,3,2,416,144,0,0,0,0,0,2,0,0,4,2010,1,1,138500
87,532377060,20,1,68.0,9819,1,0,1,1,1,2,1,12,1,1,1,1,5,5,1967,1967,2,1,7,8,3,31.0,3,4,1,3,3,1,1,450.0,1,0.0,432.0,882.0,1,3,1,1,900,0,0,900,0.0,0.0,1,0,3,1,3,5,1,0,0,4,1970.0,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,2,0,0,2,2010,1,1,122000
88,532377100,20,1,75.0,7500,1,0,4,1,1,1,1,12,2,1,1,1,5,5,1963,1963,2,1,5,6,0,0.0,3,3,1,3,3,1,3,824.0,1,0.0,216.0,1040.0,1,2,1,1,1040,0,0,1040,1.0,0.0,1,1,3,1,3,5,1,0,0,1,1963.0,3,1.0,308.0,3,3,2,0,0,220,0,0,0,0,2,0,0,6,2010,1,1,133000
89,532378110,20,1,68.0,6897,1,0,1,1,1,1,1,12,1,1,1,1,5,8,1962,2010,2,1,5,6,0,0.0,3,4,1,3,3,1,3,659.0,1,0.0,381.0,1040.0,1,5,1,1,1040,0,0,1040,1.0,0.0,1,1,3,1,3,6,1,0,0,4,1962.0,1,1.0,260.0,3,3,2,0,104,0,0,0,0,0,0,0,0,4,2010,1,1,127000
90,532479070,20,1,39.0,15410,1,0,1,1,1,3,1,12,4,1,1,1,6,6,1974,2002,1,1,6,1,4,250.0,3,4,1,3,3,4,1,126.0,6,859.0,223.0,1208.0,1,5,1,1,1494,0,0,1494,1.0,0.0,2,0,3,1,3,7,1,2,2,1,1974.0,3,2.0,461.0,3,3,2,296,0,186,0,0,0,0,3,0,0,4,2010,1,4,169000
91,533130020,60,1,107.0,10186,1,0,1,1,1,2,1,10,1,1,1,2,7,5,1992,1992,2,1,5,6,0,0.0,4,3,2,4,3,1,4,674.0,1,0.0,76.0,750.0,1,5,1,1,1061,862,0,1923,1.0,0.0,2,1,3,1,4,8,1,1,3,1,1992.0,2,2.0,564.0,3,3,2,240,39,0,0,0,0,0,0,0,0,6,2010,1,1,190000
92,533130130,60,1,85.0,13143,1,0,1,1,1,2,1,10,1,1,1,2,8,5,1993,1993,2,1,5,9,3,504.0,4,3,2,4,3,1,6,250.0,6,981.0,0.0,1231.0,1,5,1,1,1251,1098,0,2349,1.0,0.0,2,1,4,1,4,9,1,1,3,1,1993.0,2,3.0,762.0,3,3,2,32,130,0,0,0,0,0,0,0,0,6,2010,1,1,362500
93,533130160,60,1,88.0,11134,1,0,4,1,1,2,1,10,1,1,1,2,8,5,1992,1993,2,1,5,6,3,180.0,4,3,2,4,3,1,4,1129.0,1,0.0,261.0,1390.0,1,5,1,1,1402,823,0,2225,1.0,0.0,2,1,4,1,4,7,1,1,3,1,1992.0,2,3.0,713.0,3,3,2,198,30,0,0,0,0,0,0,0,0,6,2010,1,1,285000
94,533205060,120,3,25.0,4835,1,0,1,1,1,3,1,5,1,1,2,1,7,5,2004,2005,2,1,7,8,0,0.0,4,3,2,5,3,3,4,1298.0,1,0.0,190.0,1488.0,1,5,1,1,1488,0,0,1488,1.0,0.0,2,0,2,1,4,6,1,1,4,1,2004.0,3,2.0,506.0,3,3,2,168,50,0,0,0,0,0,0,0,0,3,2010,1,1,260000
95,533208090,160,3,39.0,3515,1,2,4,1,1,2,1,5,1,1,2,2,7,5,2004,2004,2,1,2,2,0,0.0,4,3,2,4,3,1,5,0.0,1,0.0,840.0,840.0,1,5,1,1,840,840,0,1680,0.0,0.0,2,1,2,1,4,3,1,0,0,1,2004.0,2,2.0,588.0,3,3,2,0,111,0,0,0,0,0,0,0,0,1,2010,1,1,190000
96,533210060,160,3,30.0,3215,1,2,4,1,1,2,1,5,1,1,2,2,7,5,2004,2004,2,1,7,8,3,120.0,4,3,2,4,3,3,4,280.0,1,0.0,320.0,600.0,1,5,1,1,600,600,0,1200,0.0,0.0,2,1,2,1,4,4,1,0,0,4,2004.0,2,2.0,480.0,3,3,2,0,172,0,0,0,0,0,0,0,0,4,2010,6,1,155000
97,533212010,160,3,30.0,3182,1,2,4,1,1,2,1,5,1,1,2,2,7,5,2004,2005,2,1,7,8,0,0.0,4,3,2,4,3,1,5,0.0,1,0.0,600.0,600.0,1,5,1,1,600,600,0,1200,0.0,0.0,2,1,2,1,4,4,1,0,0,4,2004.0,2,2.0,480.0,3,3,2,0,172,0,0,0,0,0,0,0,0,6,2010,1,1,151000
98,533212020,160,3,24.0,2544,1,2,4,1,1,2,1,5,1,1,3,2,7,5,2004,2005,2,1,7,8,0,0.0,4,3,2,4,3,1,4,368.0,7,42.0,190.0,600.0,1,5,1,1,600,600,0,1200,1.0,0.0,2,1,2,1,4,4,1,0,0,4,2004.0,2,2.0,480.0,3,3,2,0,172,0,0,0,0,0,0,0,0,2,2010,1,1,149500
99,533212060,160,3,24.0,2544,1,2,4,1,1,2,1,5,1,1,3,2,6,5,2005,2005,2,1,2,2,3,216.0,4,3,2,4,3,1,4,376.0,1,0.0,224.0,600.0,1,5,1,1,600,636,0,1236,1.0,0.0,2,1,2,1,4,4,1,0,0,4,2005.0,2,2.0,480.0,3,3,2,0,166,0,0,0,0,0,0,0,0,5,2010,1,1,152000
100,533213030,20,3,68.0,4403,1,0,2,1,1,2,1,5,1,1,1,1,7,5,2009,2009,2,1,7,8,1,432.0,5,3,2,5,3,3,4,578.0,1,0.0,892.0,1470.0,1,5,1,1,1478,0,0,1478,1.0,0.0,2,1,2,1,4,7,1,1,4,1,2009.0,3,2.0,484.0,3,3,2,0,144,0,0,0,0,0,0,0,0,6,2010,2,2,222000
101,533221090,160,3,68.0,2117,1,0,4,1,1,2,1,5,1,1,3,2,6,5,2000,2000,2,1,7,8,3,216.0,4,3,2,4,3,1,4,378.0,1,0.0,378.0,756.0,1,5,1,1,769,804,0,1573,0.0,0.0,2,1,3,1,4,5,1,0,0,4,2000.0,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,0,0,0,6,2010,1,1,177500
102,533221110,160,3,68.0,2980,1,0,4,1,1,1,1,5,1,1,2,2,6,5,2000,2000,2,1,7,8,3,1159.0,4,3,2,4,3,1,4,466.0,1,0.0,290.0,756.0,1,5,1,1,756,756,0,1512,1.0,0.0,2,1,2,1,4,5,1,0,0,4,2000.0,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,0,0,0,5,2010,1,1,177000
103,533223020,160,3,24.0,2572,1,0,4,1,1,4,1,5,1,1,3,2,7,5,1999,1999,1,1,7,8,0,0.0,4,3,2,4,3,1,3,604.0,1,0.0,92.0,696.0,1,5,1,1,696,720,0,1416,1.0,0.0,2,1,3,1,4,6,1,0,0,4,1999.0,1,2.0,484.0,3,3,2,0,44,0,0,0,0,0,0,0,0,5,2010,1,1,155000
104,533223100,160,3,68.0,2403,1,0,1,1,1,4,1,5,1,1,2,2,7,5,2003,2003,2,1,2,2,0,0.0,4,3,2,4,3,1,4,244.0,1,0.0,286.0,530.0,1,5,1,1,530,550,0,1080,0.0,0.0,2,1,2,1,4,4,1,0,0,1,2003.0,2,2.0,496.0,3,3,2,0,50,0,0,0,0,0,0,0,0,6,2010,1,1,147110
105,533238045,20,3,57.0,12853,1,2,1,1,1,2,1,5,1,1,1,1,8,5,2010,2010,2,1,4,5,0,0.0,4,3,2,5,1,1,4,1032.0,1,0.0,610.0,1642.0,1,5,1,1,1418,0,0,1418,1.0,0.0,1,1,1,1,4,6,1,1,4,1,2010.0,2,3.0,852.0,3,3,2,160,192,0,224,0,0,0,0,0,0,4,2010,2,2,267916
106,533244030,60,3,68.0,7379,1,0,1,1,1,2,1,5,1,1,1,2,8,5,2000,2000,2,1,2,2,0,0.0,4,3,2,4,3,1,4,484.0,1,0.0,491.0,975.0,1,5,1,1,975,873,0,1848,1.0,0.0,2,1,3,1,4,7,1,1,3,1,2000.0,2,2.0,592.0,3,3,2,280,184,0,0,0,0,0,0,0,0,4,2010,1,1,254000
107,533253060,120,1,30.0,4420,1,0,1,1,1,3,1,13,1,1,2,1,8,5,1980,1980,2,1,3,3,0,0.0,4,3,1,4,3,4,4,728.0,1,0.0,0.0,728.0,1,3,1,1,788,0,0,788,1.0,0.0,1,0,1,1,4,3,1,1,3,4,1980.0,3,2.0,484.0,3,3,2,133,42,0,0,0,0,0,0,0,0,6,2010,1,1,155000
108,533253210,120,1,40.0,3880,1,0,1,1,1,2,1,13,1,1,3,1,8,6,1978,1978,2,1,3,1,0,0.0,4,3,1,4,3,4,4,1052.0,1,0.0,174.0,1226.0,1,3,1,1,1226,0,0,1226,1.0,0.0,1,0,1,1,4,4,1,1,3,1,1978.0,3,2.0,484.0,3,3,2,223,78,0,0,0,0,0,0,0,0,1,2010,1,1,206000
109,533352170,60,1,68.0,13517,1,0,1,1,1,3,1,12,5,1,1,2,6,8,1976,2005,2,1,5,1,3,289.0,4,3,1,3,3,1,4,533.0,1,0.0,192.0,725.0,1,5,1,1,725,754,0,1479,0.0,0.0,2,1,3,1,4,6,1,0,0,1,1976.0,2,2.0,475.0,3,3,2,0,44,0,0,0,0,0,0,0,0,3,2010,1,1,130500
110,534102025,20,3,80.0,8000,1,0,4,1,1,2,1,5,1,1,1,1,7,5,2002,2002,2,1,2,2,0,0.0,4,3,2,4,3,1,4,833.0,1,0.0,659.0,1492.0,1,5,1,1,1492,0,0,1492,1.0,0.0,2,0,3,1,4,6,1,1,4,1,2002.0,2,2.0,596.0,3,3,2,277,137,0,0,0,0,0,0,0,0,4,2010,1,1,230000
111,534129040,20,1,68.0,10456,1,0,1,1,1,2,1,4,1,1,1,1,6,6,1967,1967,1,1,5,6,3,120.0,3,3,1,3,3,1,4,506.0,1,0.0,1323.0,1829.0,1,4,1,1,1829,0,0,1829,1.0,0.0,2,0,4,1,3,8,1,0,0,1,1967.0,2,2.0,535.0,3,3,2,0,76,0,0,0,0,0,0,0,0,5,2010,1,1,218500
112,534151175,60,1,80.0,10791,1,0,4,1,1,2,1,4,1,1,1,2,6,5,1993,1993,2,1,7,8,0,0.0,3,3,2,4,3,2,4,1137.0,1,0.0,143.0,1280.0,1,5,1,1,1280,1215,0,2495,1.0,0.0,2,1,4,1,4,9,1,1,3,1,1993.0,1,2.0,660.0,3,3,2,224,32,0,0,0,0,0,0,0,0,3,2010,1,1,243500
113,534152050,20,1,68.0,10603,1,0,1,1,1,2,1,4,1,1,1,1,6,7,1977,2001,2,1,6,1,3,28.0,3,3,2,3,3,2,3,1200.0,1,0.0,410.0,1610.0,1,4,1,1,1610,0,0,1610,1.0,0.0,2,0,3,1,4,6,1,2,3,1,1977.0,2,2.0,480.0,3,3,2,168,68,0,0,0,0,0,0,0,0,2,2010,1,1,205000
114,534152070,50,1,68.0,18837,1,0,1,1,1,2,1,4,1,1,1,3,6,5,1978,1978,2,1,7,8,0,0.0,3,3,2,4,3,2,3,687.0,2,46.0,491.0,1224.0,1,3,1,1,1287,604,0,1891,0.0,1.0,3,0,3,1,3,7,1,1,3,1,1978.0,2,2.0,678.0,3,3,2,0,69,0,0,0,0,0,0,0,0,4,2010,1,1,212500
115,534152100,60,1,80.0,10421,1,0,4,1,1,2,1,4,1,1,1,2,7,5,1988,1988,2,1,5,6,3,42.0,3,3,1,4,3,1,4,394.0,1,0.0,586.0,980.0,1,3,1,1,980,734,0,1714,0.0,0.0,2,1,3,1,3,7,1,1,3,1,1988.0,1,2.0,496.0,3,3,2,228,66,156,0,0,0,0,2,3,500,3,2010,1,1,196500
116,534176060,20,1,78.0,9360,1,0,4,1,1,2,1,4,1,1,1,1,6,7,1972,2006,1,1,6,1,0,0.0,3,3,1,3,3,1,3,982.0,1,0.0,179.0,1161.0,1,3,1,1,1381,0,0,1381,1.0,0.0,1,1,3,1,4,5,1,1,3,1,1972.0,2,2.0,676.0,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2010,1,1,197500
117,534176230,60,1,80.0,9600,1,0,4,1,1,2,1,4,1,1,1,2,6,6,1971,1971,2,1,7,8,0,0.0,3,3,1,3,3,1,3,329.0,1,0.0,386.0,715.0,1,3,1,1,930,715,0,1645,0.0,0.0,1,2,4,1,3,7,1,0,0,1,1971.0,2,2.0,441.0,3,3,2,0,78,0,0,0,0,0,4,0,0,6,2010,1,1,171000
118,534202160,20,1,80.0,9600,1,0,4,1,1,2,1,1,1,1,1,1,5,5,1966,1966,1,1,2,2,3,172.0,3,3,1,3,3,1,2,698.0,1,0.0,534.0,1232.0,1,3,1,1,1232,0,0,1232,1.0,0.0,1,1,3,1,3,6,1,0,0,1,1966.0,2,2.0,490.0,3,3,2,0,224,0,0,0,0,0,0,0,0,4,2010,1,1,142250
119,534251320,20,1,68.0,9790,1,0,4,1,1,2,1,4,2,1,1,1,6,5,1963,1963,1,1,5,6,3,451.0,3,3,1,3,3,1,3,569.0,4,81.0,678.0,1328.0,1,3,1,1,1328,0,0,1328,1.0,0.0,1,1,3,1,3,6,1,2,4,1,1963.0,1,2.0,528.0,3,3,2,0,26,0,0,0,0,0,0,0,0,6,2010,1,1,143000
120,534276360,20,1,77.0,9320,1,0,1,1,1,2,1,1,1,1,1,1,4,5,1959,1959,2,1,6,1,0,0.0,3,3,1,3,3,1,3,569.0,1,0.0,381.0,950.0,1,2,1,1,1225,0,0,1225,1.0,0.0,1,1,3,1,3,6,1,0,0,0,0.0,0,0.0,0.0,0,0,2,352,0,0,0,0,0,0,0,3,400,1,2010,1,1,128950
121,534401110,20,1,90.0,9900,1,0,4,1,1,1,1,1,1,1,1,1,5,5,1966,1966,1,1,5,6,0,0.0,3,3,2,4,3,1,1,1059.0,1,0.0,150.0,1209.0,1,4,1,1,1209,0,0,1209,1.0,0.0,1,0,3,1,3,6,1,0,0,1,1966.0,2,2.0,504.0,3,3,2,0,0,120,0,0,0,0,0,0,0,4,2010,6,1,159000
122,534401140,20,1,88.0,9680,1,0,4,1,1,2,1,1,1,1,1,1,5,6,1967,1967,2,1,3,1,3,268.0,3,3,1,3,3,1,1,1010.0,1,0.0,500.0,1510.0,1,5,1,1,1510,0,0,1510,1.0,0.0,2,0,3,1,4,6,1,0,0,1,1967.0,2,2.0,517.0,3,3,2,0,40,0,0,204,0,0,3,0,0,4,2010,1,1,178900
123,534403360,80,1,68.0,10600,1,2,1,1,1,2,1,1,1,1,1,5,6,5,1964,1964,2,1,5,6,0,0.0,3,3,1,3,3,1,5,0.0,1,0.0,533.0,533.0,1,3,1,1,1131,644,0,1775,0.0,0.0,2,0,3,1,3,8,1,0,0,1,1964.0,1,2.0,480.0,3,3,2,0,172,0,0,0,0,0,0,0,0,5,2010,3,3,136300
124,534403410,80,1,68.0,14112,1,0,1,1,1,1,1,1,1,1,1,5,5,7,1964,1964,1,1,3,6,3,86.0,3,3,2,3,3,3,4,1014.0,1,0.0,138.0,1152.0,1,3,1,1,1152,0,0,1152,1.0,0.0,1,0,3,1,3,6,1,1,4,1,1964.0,2,2.0,484.0,3,3,2,227,0,0,0,0,0,0,0,0,0,4,2010,1,1,180500
125,534425310,85,1,80.0,8800,1,0,4,1,1,2,1,1,2,1,1,4,6,7,1963,1963,2,1,7,8,3,156.0,3,4,2,3,3,4,4,763.0,1,0.0,173.0,936.0,1,5,1,1,1054,0,0,1054,1.0,0.0,1,0,3,1,4,6,1,0,0,1,1963.0,2,2.0,480.0,3,3,2,120,0,0,0,0,0,0,2,0,0,5,2010,1,4,137500
126,534427010,90,1,98.0,13260,1,0,1,1,1,2,1,1,1,1,4,1,5,6,1962,2001,1,1,5,6,3,144.0,3,3,1,3,3,1,1,1500.0,1,0.0,228.0,1728.0,1,3,1,1,1728,0,0,1728,2.0,0.0,2,0,6,2,3,10,1,0,0,0,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2010,7,4,84900
127,534430080,20,1,68.0,9717,1,0,4,1,1,2,1,1,1,1,1,1,5,6,1950,1996,1,1,7,8,0,0.0,3,3,1,3,3,2,4,49.0,4,1029.0,0.0,1078.0,1,4,1,2,1078,0,0,1078,1.0,0.0,1,0,2,1,4,5,1,0,0,1,1950.0,1,1.0,240.0,3,3,2,366,0,112,0,0,0,0,0,0,0,4,2010,1,1,142125
128,534431050,50,1,68.0,9724,1,0,4,1,1,2,1,1,1,1,1,3,5,7,1952,2002,2,1,7,8,3,265.0,4,3,1,3,3,1,6,670.0,1,0.0,470.0,1140.0,1,4,1,1,1929,532,0,2461,0.0,0.0,2,0,3,1,3,7,4,2,4,4,1994.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,4,0,0,3,2010,1,1,197600
129,534431070,50,1,120.0,17360,1,0,4,1,1,1,1,1,6,1,1,3,6,6,1949,1950,2,1,7,8,1,340.0,3,4,1,3,3,1,2,300.0,1,0.0,482.0,782.0,1,3,1,1,1019,537,0,1556,0.0,0.0,2,0,3,1,3,6,1,1,4,1,1949.0,1,2.0,470.0,3,3,2,0,0,150,0,0,0,0,0,0,0,1,2010,1,1,172500
130,534450180,20,1,50.0,7207,1,0,1,1,1,2,1,14,1,1,1,1,5,7,1958,2008,2,1,3,1,0,0.0,3,4,1,3,3,4,1,696.0,1,0.0,162.0,858.0,1,4,1,1,858,0,0,858,1.0,0.0,1,0,2,1,3,4,1,0,0,0,0.0,0,0.0,0.0,0,0,2,117,0,0,0,0,0,0,0,0,0,2,2010,1,1,116500
131,534451150,30,1,55.0,5350,1,0,1,1,1,2,1,14,1,1,1,1,3,2,1940,1966,2,1,3,1,0,0.0,3,1,1,3,3,1,5,0.0,1,0.0,728.0,728.0,1,5,1,1,1306,0,0,1306,0.0,0.0,1,0,3,1,2,6,2,0,0,0,0.0,0,0.0,0.0,0,0,2,263,0,0,0,0,0,0,4,3,450,5,2010,1,1,76500
132,534475100,20,1,80.0,9920,1,0,4,1,1,2,1,1,1,1,1,1,5,5,1954,1954,2,1,5,6,1,110.0,3,3,1,3,3,1,2,354.0,2,290.0,412.0,1056.0,1,3,1,1,1063,0,0,1063,1.0,0.0,1,0,3,1,3,6,1,0,0,1,1954.0,2,1.0,280.0,3,3,2,0,0,164,0,0,0,0,2,0,0,2,2010,1,1,128000
